E79,1
E78,9
E73,5
E72,2
E71,1
E70,208
E77,42
E76,21
E75,1
E74,35
E68,1
E69,2
E60,5
E61,6
E62,4
E63,5
E64,2
E65,1
E66,1
E67,721
E59,3
E58,2
E55,60
E54,5
E57,1
E56,1
E51,6
E50,8
E53,5
E52,30
E120,1
E9,1
E8,1
E5,1
E4,121
E7,51
E6,1
E1,7
E3,109
E2,18
E42,1
E43,7
E40,3
E41,16
E46,2
E47,1
E44,1
E45,1
E48,1
E49,5
E37,18
E36,1
E35,1
E34,30
E33,3
E32,8
E31,2
E30,4
E39,2
E38,1
E108,2
E109,1
E102,5
E103,5
E100,1
E101,8
E106,1
E107,1
E104,1
E105,2
E24,1
E25,17
E26,19
E27,1
E20,1
E21,1
E22,1
E23,1
E28,21
E29,9
E115,1
E114,1
E117,2
E116,2
E111,6
E110,1
E113,1
E112,1
E119,4
E118,13
E19,1
E18,92
E11,2
E10,2
E13,3
E12,71
E15,5
E14,2
E17,6
E16,2
E91,1
E90,6
E93,9
E92,5
E95,1
E94,1
E97,3
E96,1
E99,4
E98,3
E86,1
E87,1
E84,5
E85,4
E82,7
E83,2
E80,2
E81,9
E88,3
E89,2
