E79,1
E78,1
E73,1
E72,1
E71,1
E70,1
E77,1
E76,1
E75,16
E74,1
E68,1
E69,1
E60,1
E61,23
E62,1
E63,1
E64,1
E65,1
E66,1
E67,1
E59,1
E58,1
E55,1
E54,1
E57,1
E56,1
E51,1
E50,1
E53,1
E52,1
E9,2
E8,43
E5,1
E4,1
E7,1
E6,1
E1,1
E3,1
E2,1
E42,1
E43,1
E40,1
E41,1
E46,1
E47,4
E44,1
E45,1
E48,1
E49,1
E37,6
E36,4
E35,1
E34,1
E33,1
E32,1
E31,1
E30,1
E39,1
E38,6
E108,1
E109,1
E102,122
E103,1
E100,1
E101,123
E106,1
E107,1
E104,1
E105,1
E24,1
E25,1
E26,1
E27,117
E20,3
E21,2
E22,1
E23,1
E28,1
E29,909
E115,1
E114,1
E117,1
E116,2
E111,1
E110,1
E113,1
E112,1
E118,1
E19,4
E18,351
E11,1
E10,1
E13,8
E12,1
E15,1
E14,15
E17,17
E16,117
E91,1
E90,7
E93,1
E92,1
E95,1
E94,1
E97,1
E96,1
E99,1
E98,1
E86,1
E87,1
E84,1
E85,1
E82,1
E83,1
E80,1
E81,1
E88,1
E89,4
